,dustrate,dustrad,site,spinrun,climatefiles,duration,dustsp,dustsp_2nd,dustrate_2nd,add_secondary,imix,singlerun_seasonality,include_psd_full,include_psd_bulk,poro_iter_field,poro_evol,cec_adsorption_on,climatedir,sa_rule1,sa_rule2,psdrain_log10_sd,psdrain_wt,use_psdrain_datfile,include_roughness_sa,aws_save,aws_bucket,newrun_id,newrun_id_field_full,newrun_id_lab_full,rerun_needed,delay_needed,delete_localCase,rerun_n,delay_n,rerun_eligible
143,800.0,60,site_311a,site_311a_pr9_spintuneup4,site_311a,15,gbas,amnt,3.0,False,3,False,False,False,False,True,False,,False,True,0.2,1.0,False,True,move,s3://carbonplan-carbon-removal/SCEPTER/scepter_output_scratch/,lowFert_gbas_base_site_311a_app_800p0_psize_60,lowFert_gbas_base_site_311a_app_800p0_psize_60_gbas_field_tau15p0,lowFert_gbas_base_site_311a_app_800p0_psize_60_gbas_lab_tau15p0,True,True,False,2,4,True
